10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,105000,106000,107000,108000,109000,
24,15,15,14,9,9,11,11,13,14,13,13,14,15,16,16,17,17,19,19,20,22,21,21,22,22,23,24,25,26,28,28,28,29,32,31,31,32,33,35,34,35,35,37,37,38,40,41,41,41,43,44,44,45,47,50,50,48,51,51,54,51,54,53,56,54,58,57,58,58,60,60,61,61,62,62,65,66,67,67,67,71,70,70,71,73,74,73,75,76,77,78,83,80,80,83,83,83,82,85,
