10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000,310000,320000,330000,340000,350000,360000,370000,380000,390000,400000,410000,420000,430000,440000,450000,460000,470000,480000,490000,500000,
4,5,6,10,12,14,13,18,18,21,23,25,29,31,35,36,38,41,45,47,50,52,54,63,63,64,67,75,80,83,87,93,94,96,103,106,111,115,107,116,130,148,142,140,134,152,149,149,133,148,
3,4,7,9,12,15,17,20,23,26,28,32,37,39,41,45,48,50,55,58,60,65,70,73,73,81,84,100,95,150,103,112,109,122,112,151,135,133,137,143,144,144,159,150,182,175,194,187,184,217,
1,2,3,4,6,5,7,8,9,10,12,15,14,15,17,19,19,21,23,23,25,26,28,29,31,31,34,36,38,39,40,42,44,46,50,53,52,53,55,57,60,62,65,66,69,142,72,76,95,79,
