10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000,310000,320000,330000,340000,350000,360000,370000,380000,390000,400000,410000,420000,430000,440000,450000,460000,470000,480000,490000,500000,
4,7,11,15,18,24,23,27,31,33,38,43,47,50,55,62,65,70,74,77,82,89,92,99,120,107,126,127,127,138,160,162,156,177,170,180,175,200,188,214,217,223,225,241,220,249,240,258,254,245,
9,10,16,21,27,34,41,49,53,61,67,77,84,89,94,103,128,119,127,132,142,150,158,167,175,189,194,210,248,230,242,252,271,271,304,345,296,305,310,341,320,334,373,360,382,427,425,460,480,486,
1,1,2,3,4,5,5,7,7,8,9,11,12,12,14,14,15,16,19,18,20,21,22,23,26,26,27,27,29,33,33,35,35,39,39,44,41,45,46,48,49,50,53,57,58,59,60,64,67,69,
