10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000,310000,320000,330000,340000,350000,360000,370000,380000,390000,400000,410000,420000,430000,440000,450000,460000,470000,480000,490000,500000,
8,25,18,31,40,47,52,47,51,63,72,84,89,100,110,128,134,141,154,169,193,185,197,215,233,244,263,281,312,319,338,341,375,386,392,394,461,408,488,471,484,504,520,533,579,593,620,611,658,651,
11,15,24,33,41,52,63,74,84,98,108,126,138,153,161,177,196,208,218,248,270,281,298,321,328,352,390,398,443,514,552,497,515,518,538,575,616,618,644,668,686,717,758,792,806,848,941,865,936,965,
1,2,3,5,9,7,9,11,13,14,15,18,18,21,25,25,28,31,33,36,38,42,44,51,53,54,60,61,66,95,75,105,88,91,96,110,107,106,112,117,123,128,148,139,145,148,155,164,150,171,
