10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000,43000,44000,45000,46000,47000,48000,49000,50000,51000,52000,53000,54000,55000,56000,57000,58000,59000,60000,61000,62000,63000,64000,65000,66000,67000,68000,69000,70000,71000,72000,73000,74000,75000,76000,77000,78000,79000,80000,81000,82000,83000,84000,85000,86000,87000,88000,89000,90000,91000,92000,93000,94000,95000,96000,97000,98000,99000,100000,101000,102000,103000,104000,105000,106000,107000,108000,109000,
6,12,5,4,4,5,5,6,6,7,6,6,7,6,7,7,7,7,8,9,9,9,10,9,10,10,11,11,12,12,11,13,12,13,13,13,14,15,16,15,16,17,16,17,17,17,17,18,18,19,19,19,20,20,21,21,21,21,23,22,22,23,24,24,24,24,24,26,25,26,26,27,27,28,29,29,32,30,30,31,32,31,32,33,32,32,32,33,34,33,34,36,35,37,37,36,36,37,38,38,
