1000;2000;3000;4000;5000;6000;7000;8000;9000;10000;11000;12000;13000;14000;15000;16000;17000;18000;19000;20000;21000;22000;23000;24000;25000;26000;27000;28000;29000;30000;31000;32000;33000;34000;35000;36000;37000;38000;39000;40000;41000;42000;43000;44000;45000;46000;47000;48000;49000;50000;51000;52000;53000;54000;55000;56000;57000;58000;59000;60000;61000;62000;63000;64000;65000;66000;67000;68000;69000;70000;71000;72000;73000;74000;75000;76000;77000;78000;79000;80000;81000;82000;83000;84000;85000;86000;87000;88000;89000;90000;91000;92000;93000;94000;95000;96000;97000;98000;99000;100000
1;1;1;3;4;3;4;3;4;4;6;5;6;7;8;8;9;8;8;9;11;12;11;11;11;13;13;14;14;15;15;15;16;17;16;18;18;19;21;20;21;21;21;22;22;25;23;24;26;26;26;27;28;29;31;29;30;31;31;32;34;36;34;34;35;36;39;37;40;40;42;41;41;42;42;43;45;45;44;46;47;47;49;56;51;52;52;52;52;54;55;56;56;59;58;60;59;59;61;60
