1000;2000;3000;4000;5000;6000;7000;8000;9000;10000;11000;12000;13000;14000;15000;16000;17000;18000;19000;20000;21000;22000;23000;24000;25000;26000;27000;28000;29000;30000;31000;32000;33000;34000;35000;36000;37000;38000;39000;40000;41000;42000;43000;44000;45000;46000;47000;48000;49000;50000;51000;52000;53000;54000;55000;56000;57000;58000;59000;60000;61000;62000;63000;64000;65000;66000;67000;68000;69000;70000;71000;72000;73000;74000;75000;76000;77000;78000;79000;80000;81000;82000;83000;84000;85000;86000;87000;88000;89000;90000;91000;92000;93000;94000;95000;96000;97000;98000;99000;100000
5;2;2;4;8;5;6;6;6;7;7;9;10;10;12;11;13;13;13;14;16;17;18;19;18;18;20;21;21;22;23;23;24;26;28;27;28;29;29;31;32;33;34;37;35;35;36;38;39;40;40;42;46;44;44;45;47;48;49;50;50;50;53;53;56;57;57;57;59;60;65;62;63;63;64;65;67;68;71;72;73;73;73;75;75;78;79;80;82;82;84;85;85;87;86;89;90;89;91;100
